,total_points,was_home,kickoff_time,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,value,transfers_balance,selected,transfers_in,transfers_out,name,cost,position,team,GW,match_result,opponent,last_season_position,opponent_last_season_position,percent_value,position rank,goals_scored_ex,assists_ex,total_points_ex,minutes_ex,goals_conceded_ex,creativity_ex,influence_ex,threat_ex,bonus_ex,bps_ex,ict_index_ex,clean_sheets_ex,red_cards_ex,yellow_cards_ex,selected_by_percent_ex,now_cost_ex,element_type_ex,season,mean assists 3,mean bonus 3,mean bps 3,mean clean_sheets 3,mean creativity 3,mean goals_conceded 3,mean goals_scored 3,mean ict_index 3,mean influence 3,mean minutes 3,mean own_goals 3,mean penalties_missed 3,mean penalties_saved 3,mean red_cards 3,mean saves 3,mean selected 3,mean threat 3,mean total_points 3,mean transfers_in 3,mean transfers_out 3,mean value 3,mean match_result 3,std bps 3,std creativity 3,std ict_index 3,std influence 3,std minutes 3,std selected 3,std threat 3,std total_points 3,std transfers_in 3,std transfers_out 3,std value 3
557,1.0,False,2023-08-13T13:00:00Z,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,15.8,17.3,2.0,3.5,45,0.0,188121.0,0.0,0.0,Destiny Udogie,45.0,DEF,Spurs,1,1.0,Brentford,8,9,2.6706231454005933,2,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.0,False,2023-08-12T16:30:00Z,26.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.4,0.4,37.0,4.7,45,0.0,36482.0,0.0,0.0,Diego Carlos Santos Silva,45.0,DEF,Aston Villa,1,0.0,Newcastle,7,4,2.8846153846153846,1,0.0,0.0,4.0,205.0,3.0,13.2,24.8,32.0,0.0,20.0,7.0,0.0,0.0,0.0,0.2,47.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,0.0,True,2023-08-14T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,165972.0,0.0,0.0,Diogo Dalot Teixeira,50.0,DEF,Man Utd,1,3.0,Wolves,3,13,2.9154518950437316,1,1.0,2.0,102.0,2152.0,34.0,418.6,469.4,272.0,19.0,502.0,116.0,10.0,0.0,6.0,6.3,48.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,1.0,False,2023-08-13T15:30:00Z,65.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.2,12.9,10.0,2.6,80,0.0,238521.0,0.0,0.0,Diogo Teixeira da Silva,80.0,MID,Liverpool,1,1.0,Chelsea,5,12,5.442176870748299,1,7.0,4.0,80.0,1125.0,19.0,237.9,304.2,337.0,9.0,282.0,87.5,5.0,0.0,2.0,2.0,86.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,18802.0,0.0,0.0,Dion Pereira,45.0,MID,Luton,1,0.0,Brighton,20,6,2.903225806451613,7,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,1006999.0,0.0,0.0,Divin Mubama,45.0,FWD,West Ham,1,1.0,Bournemouth,14,15,3.896103896103896,3,0.0,0.0,3.0,36.0,0.0,11.4,2.4,0.0,0.0,7.0,1.4,0.0,0.0,0.0,0.1,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,0.0,False,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,49345.0,0.0,0.0,Djed Spence,40.0,DEF,Spurs,1,1.0,Brentford,8,9,2.373887240356083,10,0.0,0.0,4.0,5.0,0.0,1.3,0.2,20.0,0.0,10.0,2.2,0.0,0.0,0.0,0.2,41.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,84782.0,0.0,0.0,Dominic Calvert-Lewin,60.0,FWD,Everton,1,0.0,Fulham,17,10,4.838709677419355,0,2.0,1.0,40.0,1166.0,22.0,122.4,138.4,409.0,2.0,89.0,66.4,4.0,0.0,3.0,0.3,79.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,7.0,True,2023-08-12T14:00:00Z,90.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,40.6,23.0,72.0,13.6,65,0.0,252120.0,0.0,0.0,Dominic Solanke,65.0,FWD,Bournemouth,1,1.0,West Ham,15,14,4.56140350877193,0,6.0,10.0,130.0,2865.0,52.0,279.9,524.8,1046.0,14.0,339.0,184.4,8.0,0.0,2.0,3.6,56.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2.0,False,2023-08-13T15:30:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,70,0.0,308481.0,0.0,0.0,Dominik Szoboszlai,70.0,MID,Liverpool,1,1.0,Chelsea,5,12,4.761904761904762,3,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,0.0,True,2023-08-14T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,4570.0,0.0,0.0,Donny van de Beek,50.0,MID,Man Utd,1,3.0,Wolves,3,13,2.9154518950437316,7,0.0,0.0,8.0,162.0,3.0,40.2,11.2,54.0,0.0,21.0,10.5,0.0,0.0,0.0,0.1,51.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1.0,False,2023-08-12T16:30:00Z,90.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,9.4,22.3,19.0,5.1,55,0.0,255432.0,0.0,0.0,Douglas Luiz Soares de Paulo,55.0,MID,Aston Villa,1,0.0,Newcastle,7,4,3.5256410256410255,5,6.0,7.0,142.0,2922.0,35.0,655.4,661.6,242.0,17.0,594.0,155.8,13.0,1.0,6.0,1.0,48.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,9121.0,0.0,0.0,Dwight McNeil,55.0,MID,Everton,1,0.0,Fulham,17,10,4.435483870967742,0,7.0,5.0,126.0,2490.0,46.0,726.6,699.4,462.0,14.0,505.0,189.2,5.0,0.0,5.0,2.0,52.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,3.0,False,2023-08-12T14:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,13.4,96.2,35.0,14.5,65,0.0,1431792.0,0.0,0.0,Eberechi Eze,65.0,MID,Crystal Palace,1,3.0,Sheffield Utd,11,20,5.508474576271187,0,10.0,5.0,159.0,2631.0,35.0,800.4,692.8,597.0,21.0,580.0,208.9,9.0,0.0,3.0,12.8,57.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.0,True,2023-08-12T12:00:00Z,72.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,30.2,5.9,36.0,7.2,55,0.0,210426.0,0.0,0.0,Eddie Nketiah,55.0,FWD,Arsenal,1,3.0,Nott'm Forest,2,16,3.0555555555555554,1,4.0,2.0,63.0,1071.0,16.0,128.2,213.4,598.0,5.0,161.0,93.1,2.0,0.0,3.0,1.8,63.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,6.0,False,2023-08-11T19:00:00Z,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,18.4,0.0,0.0,1.8,55,0.0,1174256.0,0.0,0.0,Ederson Santana de Moraes,55.0,GKP,Man City,1,3.0,Burnley,1,20,3.3132530120481927,0,0.0,1.0,121.0,3150.0,32.0,13.1,479.0,0.0,8.0,581.0,49.2,11.0,0.0,3.0,15.0,54.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2.0,False,2023-08-12T14:00:00Z,63.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,50,0.0,96850.0,0.0,0.0,Elijah Adebayo,50.0,FWD,Luton,1,0.0,Brighton,20,6,3.225806451612903,1,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,0.0,True,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,21041.0,0.0,0.0,Ellery Balcombe,40.0,GKP,Brentford,1,1.0,Spurs,9,8,2.6490066225165565,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,1.0,True,2023-08-12T16:30:00Z,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.0,0.1,45,0.0,517541.0,0.0,0.0,Elliot Anderson,45.0,MID,Newcastle,1,3.0,Aston Villa,4,7,2.5641025641025643,11,0.0,1.0,30.0,395.0,7.0,114.7,70.2,180.0,2.0,93.0,36.5,1.0,0.0,0.0,0.1,43.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,949.0,0.0,0.0,Elliot Thorpe,45.0,MID,Luton,1,0.0,Brighton,20,6,2.903225806451613,7,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,4518.0,0.0,0.0,Ellis Simms,45.0,FWD,Everton,1,0.0,Fulham,17,10,3.629032258064516,2,1.0,0.0,17.0,219.0,4.0,39.3,40.8,54.0,0.0,59.0,13.0,0.0,0.0,0.0,0.1,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,8.0,False,2023-08-13T13:00:00Z,90.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,27.0,48.6,12.3,11.0,7.2,45,0.0,43765.0,0.0,0.0,Emerson Leite de Souza Junior,45.0,DEF,Spurs,1,1.0,Brentford,8,9,2.6706231454005933,2,2.0,2.0,86.0,1729.0,27.0,178.9,376.2,230.0,9.0,402.0,78.7,7.0,1.0,2.0,1.8,48.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1.0,False,2023-08-12T14:00:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,20.4,26.0,4.0,5.0,45,0.0,29980.0,0.0,0.0,Emerson Palmieri dos Santos,45.0,DEF,West Ham,1,1.0,Bournemouth,14,15,3.896103896103896,0,1.0,0.0,39.0,1317.0,28.0,188.8,224.8,178.0,2.0,209.0,59.4,2.0,0.0,2.0,1.3,40.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,0.0,True,2023-08-12T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,1621.0,0.0,0.0,Emil Krafth,45.0,DEF,Newcastle,1,3.0,Aston Villa,4,7,2.5641025641025643,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,14977.0,0.0,0.0,Emile Smith Rowe,55.0,MID,Arsenal,1,3.0,Nott'm Forest,2,16,3.0555555555555554,6,0.0,2.0,18.0,161.0,5.0,64.3,36.6,39.0,0.0,60.0,13.8,0.0,0.0,0.0,0.4,56.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,0.0,False,2023-08-12T16:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,0.0,19802.0,0.0,0.0,Emiliano Buendía Stati,59.0,MID,Aston Villa,1,0.0,Newcastle,7,4,3.8461538461538463,1,5.0,3.0,117.0,2404.0,34.0,546.3,438.2,580.0,8.0,370.0,156.6,11.0,0.0,0.0,0.7,57.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,3266.0,0.0,0.0,Emiliano Marcondes,45.0,MID,Bournemouth,1,1.0,West Ham,15,14,3.1578947368421053,11,0.0,0.0,1.0,8.0,1.0,0.0,1.2,0.0,0.0,3.0,0.1,0.0,0.0,0.0,0.0,47.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1.0,False,2023-08-12T16:30:00Z,90.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,18.0,45.6,0.0,0.0,4.6,50,0.0,649104.0,0.0,0.0,Emiliano Martínez Romero,50.0,GKP,Aston Villa,1,0.0,Newcastle,7,4,3.2051282051282053,0,0.0,0.0,135.0,3139.0,38.0,23.0,813.0,0.0,15.0,678.0,83.5,11.0,0.0,7.0,6.6,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,52483.0,0.0,0.0,Emmanuel Dennis,50.0,FWD,Nott'm Forest,1,0.0,Arsenal,16,2,2.6666666666666665,1,2.0,2.0,39.0,709.0,17.0,96.8,166.4,286.0,3.0,113.0,54.6,1.0,0.0,3.0,0.1,56.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,0.0,True,2023-08-11T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,16245.0,0.0,0.0,Enock Agyei,45.0,MID,Burnley,1,0.0,Man City,20,1,2.7607361963190185,12,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,1.0,True,2023-08-13T15:30:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.0,19.8,38.5,9.0,6.7,50,0.0,292482.0,0.0,0.0,Enzo Fernández,50.0,MID,Chelsea,1,1.0,Liverpool,12,5,2.506265664160401,7,0.0,2.0,42.0,1547.0,25.0,307.3,298.2,64.0,1.0,265.0,67.1,3.0,0.0,3.0,0.8,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,0.0,True,2023-08-14T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,16776.0,0.0,0.0,Eric Bailly,40.0,DEF,Man Utd,1,3.0,Wolves,3,13,2.3323615160349855,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,40.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,0.0,False,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,96112.0,0.0,0.0,Eric Dier,45.0,DEF,Spurs,1,1.0,Brentford,8,9,2.6706231454005933,2,2.0,1.0,96.0,2816.0,52.0,112.3,653.2,235.0,5.0,569.0,100.1,9.0,0.0,3.0,4.8,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,13.0,False,2023-08-11T19:00:00Z,79.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,56.0,67.6,23.7,48.0,13.9,140,0.0,7200159.0,0.0,0.0,Erling Haaland,140.0,FWD,Man City,1,3.0,Burnley,1,20,8.433734939759036,0,36.0,9.0,272.0,2767.0,26.0,371.0,1390.0,1825.0,40.0,1040.0,358.1,13.0,0.0,5.0,78.4,124.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,0.0,True,2023-08-13T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,1585.0,0.0,0.0,Ethan Ampadu,40.0,DEF,Chelsea,1,1.0,Liverpool,12,5,2.0050125313283207,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,11308.0,0.0,0.0,Ethan Horvath,45.0,GKP,Nott'm Forest,1,0.0,Arsenal,16,2,2.4,0,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1.0,True,2023-08-13T13:00:00Z,90.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,24.4,0.5,0.0,2.5,45,0.0,176746.0,0.0,0.0,Ethan Pinnock,45.0,DEF,Brentford,1,1.0,Spurs,9,8,2.980132450331126,1,3.0,0.0,112.0,2700.0,34.0,104.9,751.6,279.0,6.0,575.0,113.8,10.0,0.0,0.0,0.9,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,5.0,True,2023-08-12T14:00:00Z,12.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,32.2,10.6,37.0,8.0,60,0.0,559185.0,0.0,0.0,Evan Ferguson,60.0,FWD,Brighton,1,3.0,Luton,6,20,3.7037037037037037,0,6.0,2.0,65.0,942.0,12.0,129.1,284.2,350.0,8.0,213.0,76.5,6.0,0.0,1.0,1.7,46.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0.0,False,2023-08-12T16:30:00Z,90.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.2,1.3,0.0,1.5,45,0.0,102941.0,0.0,0.0,Ezri Konsa Ngoyo,45.0,DEF,Aston Villa,1,0.0,Newcastle,7,4,2.8846153846153846,1,0.0,0.0,110.0,3322.0,45.0,116.1,560.4,72.0,6.0,633.0,74.9,12.0,0.0,6.0,1.0,44.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,2.0,True,2023-08-12T16:30:00Z,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,13.2,3.7,0.0,1.7,50,0.0,187133.0,0.0,0.0,Fabian Schär,50.0,DEF,Newcastle,1,3.0,Aston Villa,4,7,2.849002849002849,1,1.0,3.0,139.0,3207.0,28.0,263.9,653.4,521.0,6.0,617.0,144.1,15.0,0.0,7.0,14.4,51.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,0.0,False,2023-08-13T15:30:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,1855.0,0.0,0.0,Fabio Henrique Tavares,50.0,MID,Liverpool,1,1.0,Chelsea,5,12,3.401360544217687,5,0.0,2.0,70.0,2666.0,34.0,302.0,379.2,109.0,0.0,394.0,79.0,11.0,0.0,11.0,0.8,52.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,0.0,True,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,4956.0,0.0,0.0,Facundo Buonanotte,50.0,MID,Brighton,1,3.0,Luton,6,20,3.0864197530864197,4,1.0,1.0,26.0,558.0,12.0,96.1,87.8,102.0,2.0,72.0,27.8,1.0,0.0,2.0,0.1,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420,1.0,True,2023-08-14T19:00:00Z,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2,0.3,7.0,0.8,45,0.0,11697.0,0.0,0.0,Facundo Pellistri Rebollo,45.0,MID,Man Utd,1,3.0,Wolves,3,13,2.623906705539359,11,0.0,0.0,4.0,60.0,1.0,1.7,3.2,2.0,0.0,14.0,0.6,0.0,0.0,0.0,0.0,43.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,0.0,False,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,3335.0,0.0,0.0,Felipe Augusto de Almeida Monteiro,45.0,DEF,Nott'm Forest,1,0.0,Arsenal,16,2,2.4,0,0.0,1.0,25.0,1417.0,32.0,79.5,379.0,130.0,3.0,233.0,59.0,1.0,0.0,4.0,0.1,45.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,2241.0,0.0,0.0,Flynn Downes,50.0,MID,West Ham,1,1.0,Bournemouth,14,15,4.329004329004329,4,0.0,0.0,27.0,752.0,14.0,28.9,55.8,51.0,0.0,104.0,13.4,1.0,0.0,2.0,0.3,42.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,59090.0,0.0,0.0,Folarin Balogun,45.0,FWD,Arsenal,1,3.0,Nott'm Forest,2,16,2.5,2,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,0.0,False,2023-08-14T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,0.0,1245.0,0.0,0.0,Francisco Jorge Tomás Oliveira,45.0,MID,Wolves,1,0.0,Man Utd,13,3,3.1802120141342756,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,0.0,True,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,926.0,0.0,0.0,Frank Onyeka,50.0,MID,Brentford,1,1.0,Spurs,9,8,3.3112582781456954,5,0.0,3.0,38.0,837.0,11.0,89.9,125.8,106.0,0.0,111.0,32.3,3.0,0.0,0.0,0.0,48.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,0.0,False,2023-08-13T13:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,0.0,373566.0,0.0,0.0,Fraser Forster,40.0,GKP,Spurs,1,1.0,Brentford,8,9,2.373887240356083,2,0.0,0.0,40.0,1215.0,24.0,0.0,256.8,0.0,1.0,222.0,25.8,3.0,0.0,1.0,4.4,39.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,0.0,False,2023-08-12T14:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,319.0,0.0,0.0,Fred Onyedinma,50.0,MID,Luton,1,0.0,Brighton,20,6,3.225806451612903,0,,,,,,,,,,,,,,,,,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,0.0,True,2023-08-14T19:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,0.0,12781.0,0.0,0.0,Frederico Rodrigues de Paula Santos,50.0,MID,Man Utd,1,3.0,Wolves,3,13,2.9154518950437316,7,2.0,3.0,62.0,1228.0,22.0,335.9,282.2,213.0,2.0,272.0,83.0,4.0,0.0,6.0,0.5,51.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0.0,True,2023-08-12T12:00:00Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55,0.0,9548.0,0.0,0.0,Fábio Ferreira Vieira,55.0,MID,Arsenal,1,3.0,Nott'm Forest,2,16,3.0555555555555554,6,1.0,2.0,40.0,500.0,5.0,180.1,115.2,123.0,2.0,134.0,41.4,2.0,0.0,0.0,0.1,56.0,,2023-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
